Project Name,Queue Position,Interconnection Request Receive Date,Application Status,Study Process,Type-1,Type-2,Type-3,Fuel-1,Fuel-2,Fuel-3,MW-1,MW-2,MW-3,Net MWs to Grid,MWh-1,MWh-2,MWh-3,"Full Capacity, Partial or Energy Only (FC/P/EO)",TPD Allocation Percentage,Off-Peak Deliverability and Economic Only,TPD Allocation Group,County,State,Utility,PTO Study Region,Station or Transmission Line,Proposed On-line Date (as filed with IR),Current On-line Date,Suspension Status,Feasibility Study or Supplemental Review,System Impact Study or Phase I Cluster Study,Facilities Study (FAS) or Phase II Cluster Study,Optional Study (OS),Interconnection Agreement Status,clean substation name,Best GIS Substation Match,GIS Lat,GIS Long,STATEFP,COUNTYFP,Transmission Capacity,Permit Status,Retired Plant Inverse Distance,Future Transmission Inverse Distance,Display Name,Line_Name,Min_Dist,Cap_MW,Load_Pct,Remain_MW
FLEA FLICKER ENERGY STORAGE,2110,4/1/2021,ACTIVE,C14,Storage,,,Battery,,,213.55,,,200.0,,,,Full Capacity,,,,los angeles,CA,SCE,Northern,Vincent Substation 230 kV,6/1/2024,6/1/2024,,,Complete,,,,Vincent,Vincent,34.48596597,-118.1184808,6.0,37.0,2350.0843036996403,1,0.036561270718278,0.023316840873773,FLEA FLICKER ENERGY STORAGE : Vincent Substation 230 kV,TEHACHAPI RENEWABLE TRANSMISSION PROJECT,3.3413968528936607e-06,0,69,0
FLEETWOOD,2111,4/1/2021,ACTIVE,C14,Storage,,,Battery,,,405.514808,,,400.0,,,,Full Capacity,,,,los angeles,CA,SCE,Metro,Litehipe Substation 230 kV,6/30/2024,10/11/2030,,,Complete,,,,Lighthipe,Lighthipe,33.88057686,-118.1750339,6.0,37.0,549.9970138454506,1,0.1986942202989176,0.0918145654632384,FLEETWOOD : Litehipe Substation 230 kV,SCE 66kV,0.0005225973701090971,5073,72,1420
GABRIEL STORAGE,2113,4/1/2021,ACTIVE,C14,Storage,,,Battery,,,405.750886,,,400.0,,,,Full Capacity,,,,los angeles,CA,SCE,Metro,Rio Hondo Substation 230 kV,6/30/2024,10/11/2030,,,Complete,,,,Rio Hondo,Rio Hondo,34.10513457,-117.9807996,6.0,37.0,1065.5157503796004,1,0.1008632601871291,0.0707801082947341,GABRIEL STORAGE : Rio Hondo Substation 230 kV,SCE 66kV,0.0003918984543882536,4668,34,3081
DIRAC,2114,4/1/2021,ACTIVE,C14,Storage,,,Battery,,,403.4,,,400.0,,,,Full Capacity,,,,san bernardino,CA,SCE,Metro,Chino Substation 230 kV,6/30/2024,10/11/2030,,,Complete,,,,Chino,Chino,33.99835904,-117.6785434,6.0,71.0,1097.749930913663,1,0.1370427731855478,0.0945023544840428,DIRAC : Chino Substation 230 kV,TEHACHAPI RENEWABLE TRANSMISSION PROJECT,3.4957126951317766e-06,0,96,0
SIMON,2115,4/1/2021,ACTIVE,C14,Storage,,,Battery,,,405.750886,,,400.0,,,,Full Capacity,,,,los angeles,CA,SCE,Northern,La Cienega Substation 230 kV,6/30/2024,10/11/2030,,,Complete,,,,La Cienega,La Cienega,34.000738,-118.378327,6.0,37.0,235.9519066405884,1,0.1179514688128811,0.0466723101328168,SIMON : La Cienega Substation 230 kV,SCE 66kV,0.0005524916256380207,2052,61,800
MARICI,2116,4/1/2021,ACTIVE,C14,Storage,,,Battery,,,405.514808,,,400.0,,,,Full Capacity,,,,los angeles,CA,SCE,Metro,Walnut Substation 230 kV,6/30/2024,10/11/2030,,,Complete,,,,Walnut,Walnut,34.00827064,-117.9499278,6.0,37.0,691.2883507639979,1,0.4028254566950284,0.0660381794588935,MARICI : Walnut Substation 230 kV,SCE 66kV,0.0005504852092719357,603,84,96
CORAL REEF,2117,4/1/2021,ACTIVE,C14,Storage,,,Battery,,,405.663412,,,400.0,,,,Full Capacity,,,,los angeles,CA,SCE,Metro,El Nido Substation 230 kV,6/30/2024,10/11/2030,,,Complete,,,,El Nido,El Nido,33.8956586,-118.3733221,6.0,37.0,2097.216130611527,1,0.1992710406514091,0.0441859770639211,CORAL REEF : El Nido Substation 230 kV,SCE 66kV,0.001593542155257309,6041,79,1269
GREENWOOD ENERGY STORAGE,2121,4/6/2021,ACTIVE,C14,Storage,,,Battery,,,252.0,,,252.0,,,,Full Capacity,,,,los angeles,CA,SCE,Metro,Mesa Substation 500 kV,8/1/2024,8/1/2024,,,Complete,,,,Mesa,Mesa,34.03726282,-118.1104702,6.0,37.0,2542.4227815689364,0,0.1635859183830421,,GREENWOOD ENERGY STORAGE : Mesa Substation 500 kV,TEHACHAPI RENEWABLE TRANSMISSION PROJECT,2.393160720239219e-06,0,96,0
TABLA ENERGY STORAGE,2124,4/6/2021,ACTIVE,C14,Storage,,,Battery,,,302.4,,,300.0,,,,Full Capacity,,,,los angeles,CA,SCE,Metro,Rio Hondo Substation 230 kV,8/1/2024,8/1/2024,,,Complete,,,,Rio Hondo,Rio Hondo,34.10513457,-117.9807996,6.0,37.0,2385.409544311002,1,0.1008632601871291,0.0707801082947341,TABLA ENERGY STORAGE : Rio Hondo Substation 230 kV,SCE 66kV,0.0003918984543882536,4668,34,3081
TYRELL ENERGY STORAGE,2125,4/6/2021,ACTIVE,C14,Storage,,,Battery,,,302.4,,,300.0,,,,Full Capacity,,,,orange,CA,SCE,Metro,Viejo Substation 230kV,8/1/2024,8/1/2024,,,Complete,,,,Viejo,Viejo,36.57837138,-121.9084179,6.0,59.0,2670.045480643159,1,0.0366789427379277,0.0389382065213579,TYRELL ENERGY STORAGE : Viejo Substation 230kV,LADWP 230kV,441.2108395322679,9716,58,4081
OTROS ALAMITOS ENERGY STORAGE,2127,4/8/2021,ACTIVE,C14,Storage,,,Battery,,,241.5,,,236.0,,,,Full Capacity,,,,los angeles,CA,SCE,Metro,Alamitos 220 kV,10/30/2025,6/1/2028,,,Complete,,,,,,34.06130087892998,-118.25000304876284,6.0,37.0,820.0611934041447,0,0.455421572123672,0.0761597677722934,OTROS ALAMITOS ENERGY STORAGE : Alamitos 220 kV,SCE 66kV,1.4811535397934317,3186,32,2166
LOS NIETOS,2129,4/8/2021,ACTIVE,C14,Storage,,,Battery,,,102.26,,,100.0,,,,Full Capacity,,,,orange,CA,SCE,Metro,Johanna Substation 230 kV,11/1/2024,10/1/2027,,,Complete,,,,Johanna,Johanna,33.71346111,-117.8526639,6.0,59.0,247.62840679483975,1,0.0868773425299051,0.2741665014257142,LOS NIETOS : Johanna Substation 230 kV,SCE 66kV,0.0009541716906470208,14971,40,8983
MERLIN STORAGE,2131,4/9/2021,ACTIVE,C14,Storage,,,Battery,,,200.0,,,200.0,,,,Full Capacity,,,,los angeles,CA,SCE,Metro,Hinson Substation 220 kV,6/1/2023,9/15/2026,,,Complete,,,,Hinson,Hinson,33.81926898,-118.222539,6.0,37.0,2719.7294876917726,0,0.3470165018305227,0.0533895108866297,MERLIN STORAGE : Hinson Substation 220 kV,SCE 66kV,0.00044074133463617004,2721,49,1388
LOPEZ BESS,2134,4/12/2021,ACTIVE,C14,Storage,,,Battery,,,171.738,,,162.9,,,,Full Capacity,,,,los angeles,CA,SCE,Metro,Sylmar-Gould line 230 kV,6/1/2024,12/1/2027,,,Complete,,,,,,34.06647082563945,-118.23765232599504,6.0,37.0,1765.0290066173498,0,0.3955186784490195,0.0822443207358645,LOPEZ BESS : Sylmar-Gould line 230 kV,SCE 66kV,0.5038925756433242,3186,32,2166
HAVEN STORAGE,2136,4/9/2021,ACTIVE,C14,Storage,,,Battery,,,312.96,,,300.0,,,,Full Capacity,,,,los angeles,CA,SCE,Metro,Rio Hondo Substation 230 kV,11/30/2025,10/10/2030,,,Complete,,,,Rio Hondo,Rio Hondo,34.10513457,-117.9807996,6.0,37.0,591.4414599163713,1,0.1008632601871291,0.0707801082947341,HAVEN STORAGE : Rio Hondo Substation 230 kV,SCE 66kV,0.0003918984543882536,4668,34,3081
MT BALDY ENERGY STORAGE,2137,4/14/2021,ACTIVE,C14,Storage,,,Battery,,,512.58,,,500.0,,,,Full Capacity,,,,san bernardino,CA,SCE,Metro,Mira Loma Substation 230 kV,6/1/2025,3/21/2032,,,Complete,,,,Mira Loma,Mira Loma,34.00817989,-117.5643636,6.0,71.0,2738.951031105129,1,0.3133257286239805,,MT BALDY ENERGY STORAGE : Mira Loma Substation 230 kV,SCE 66kV,0.0011178152703101027,435,73,117
SEPARATOR,2138,4/12/2021,ACTIVE,C14,Storage,,,Battery,,,300.0,,,300.0,,,,Full Capacity,,,,orange,CA,SCE,Metro,SERRANO Substation 220 kV,6/1/2024,6/1/2024,,,Complete,,,,SERRANO,Serrano,33.8288648,-117.7896948,6.0,59.0,1098.2025276187353,1,0.1489671705011176,,SEPARATOR : SERRANO Substation 220 kV,SCE 220kV,0.08844068564902816,24035,67,7932
COMMERCE ENERGY STORAGE 3,2139,4/15/2021,ACTIVE,C14,Storage,,,Battery,,,256.29,,,250.0,,,,Full Capacity,,,,los angeles,CA,SCE,Metro,Laguna Bell Substation 230 kV,6/1/2025,8/10/2030,,,Complete,,,,Laguna Bell,Laguna Bell,33.97589882,-118.1478739,,,2589.3349263247583,0,0.6517405464328739,,COMMERCE ENERGY STORAGE 3 : Laguna Bell Substation 230 kV,SCE 66kV,0.000317046909623386,1657,33,1110
SUNBAKED SOLAR,2149,4/9/2021,ACTIVE,C14,Storage,Photovoltaic,,Battery,Solar,,515.08,508.56,,500.0,,,,Full Capacity,,Off-Peak Deliverability,,inyo,CA,GLW,,Trout Canyon Substation 230 kV,11/30/2025,11/30/2025,,,Complete,,,,Trout Canyon,,37.1688563904579,-118.27006099622898,6.0,27.0,2094.486225956401,1,0.0063132941848125,0.0085693014534551,SUNBAKED SOLAR : Trout Canyon Substation 230 kV,SCE 115kV,2.8012897235763563,79,35,51
FRIGATEBIRD STORAGE,2153,3/23/2021,ACTIVE,C14,Storage,,,Battery,,,213.5487,,,200.0,,,,Full Capacity,,,,san diego,CA,SDGE,,Silvergate Substation 230 kV,6/30/2023,3/1/2026,,,Complete,,,,Silvergate,Silvergate,32.69488244,-117.1432682,6.0,73.0,2786.2180546901136,1,0.3845336248175301,,FRIGATEBIRD STORAGE : Silvergate Substation 230 kV,SDG&E 69kV,0.0009140043825861541,1797,80,359
GNARLY OSAGE,2157,4/1/2021,ACTIVE,C14,Storage,,,Battery,,,304.39992,,,300.0,,,,Full Capacity,,,,san diego,CA,SDGE,,Encina Substation 138 kV,6/30/2024,4/12/2026,,,Complete,,,,Encina,Encina,33.136966,-117.335517,6.0,73.0,1138.7490139353251,1,3.5162368202779826,0.077469485657432,GNARLY OSAGE : Encina Substation 138 kV,SDG&E 230kV,0.02912324375976724,56931,60,22772
TOWER 1 ENERGY STORAGE,2165,4/6/2021,ACTIVE,C14,Storage,,,Battery,,,105.0,,,100.0,,,,Full Capacity,,,,san diego,CA,SDGE,,Ocean Ranch Substation 69 kV,6/1/2025,3/11/2027,,,Complete,,,,Ocean Ranch,,32.89995040685315,-117.09762174031424,6.0,73.0,411.77785300801,0,0.1442643191493694,0.0431066640945633,TOWER 1 ENERGY STORAGE : Ocean Ranch Substation 69 kV,SDG&E 69kV,0.07212400068616381,577,96,23
UMBRIEL,2166,4/8/2021,ACTIVE,C14,Storage,Photovoltaic,,Battery,Solar,,1182.38,1182.38,,1150.0,,,,Full Capacity,,Off-Peak Deliverability,,imperial,CA,SDGE,,North Gila - Imperial Valley 500 kV Line,12/31/2026,12/31/2026,,,Complete,,,,,,32.837688524525284,-115.56373394070904,6.0,25.0,1938.2631327105428,1,0.113965170371702,0.4869767841614701,UMBRIEL : North Gila - Imperial Valley 500 kV Line,IID 34.5kV,0.20173052908564898,243,56,107
HAMMERHEAD STORAGE,2167,4/8/2021,ACTIVE,C14,Storage,,,Battery,,,71.3,,,70.0,,,,Full Capacity,,,,san diego,CA,SDGE,,Scripps Substation 69 kV,12/15/2024,4/11/2027,,,Complete,,,,Scripps,Scripps,32.91098058,-117.1125945,6.0,73.0,285.28893257679823,1,0.1580527372432485,0.0418413321840916,HAMMERHEAD STORAGE : Scripps Substation 69 kV,SDG&E 69kV,0.0005337800780835307,1572,35,1022
LAGO DOMINGO STORAGE,2173,4/8/2021,ACTIVE,C14,Storage,,,Battery,,,206.31,,,200.0,,,,Full Capacity,,,,san diego,CA,SDGE,,Boulevard East Substation 138 kV,10/30/2025,10/30/2025,,,Complete,,,,Boulevard East,,32.88377032491056,-117.10587273951046,6.0,73.0,778.4536368675376,1,0.1753227632943887,0.0469653085933456,LAGO DOMINGO STORAGE : Boulevard East Substation 138 kV,SDG&E 69kV,1.4683735647917402,577,96,23
YUHA DESERT BATTERY STORAGE,2176,4/2/2021,ACTIVE,C14,Storage,,,Battery,,,633.1,,,600.0,,,,Full Capacity,,,,imperial,CA,SDGE,,Imperial Valley Substation 230 kV,12/31/2024,4/11/2030,,,Complete,,,,Imperial Valley,Imperial Valley,32.85615594,-115.5637445,6.0,25.0,2949.94997475735,0,0.1399886599937234,,YUHA DESERT BATTERY STORAGE : Imperial Valley Substation 230 kV,IID 34.5kV,0.008486190388329507,66,94,4
BOULDER BRUSH HYBRID,2177,4/13/2021,ACTIVE,C14,Wind Turbine,Storage,,Wind Turbine,Battery,,105.8,313.91928,,400.0,,,,Full Capacity,,Off-Peak Deliverability,,san diego,CA,SDGE,,Suncrest - Ocotillo 500 kV Line,6/1/2025,12/11/2025,,,Complete,,,,,,32.87033414120684,-117.09707474992864,6.0,73.0,791.4851623941272,0,0.1886716468992082,0.0500460685205159,BOULDER BRUSH HYBRID : Suncrest - Ocotillo 500 kV Line,SDG&E 69kV,2.6592024830941154,577,96,23
BELL BLUFF STORAGE,2178,4/9/2021,ACTIVE,C14,Storage,,,Battery,,,312.96,,,300.0,,,,Full Capacity,,,,san diego,CA,SDGE,,Suncrest Substation 230 kV,11/30/2025,10/11/2034,,,Complete,,,,Suncrest,Suncrest,32.8091043,-116.6828788,6.0,73.0,1262.731068238383,1,0.0369297282975281,0.0316327762272918,BELL BLUFF STORAGE : Suncrest Substation 230 kV,SDG&E 500kV,3.1330797762153615e-06,2220,42,1288
CARGO STORAGE,2180,4/9/2021,ACTIVE,C14,Storage,,,Battery,,,312.96,,,300.0,,,,Full Capacity,,,,san diego,CA,SDGE,,Otay Mesa Switchyard 230 kV,3/31/2025,10/11/2034,,,Complete,,,,,,32.901886149176,-117.0945695327785,6.0,73.0,2895.8754353592944,1,0.1374078183484423,0.0426193180699881,CARGO STORAGE : Otay Mesa Switchyard 230 kV,SDG&E 69kV,0.21176190238533907,577,96,23
PINSCHER ENERGY STORAGE,2181,4/14/2021,ACTIVE,C14,Storage,,,Battery,,,150.521,,,149.91,,,,Full Capacity,,,,san diego,CA,SDGE,,Carrizo Gorge Switchyard 138 kV,6/1/2024,3/11/2027,,,Complete,,,,,,32.89823779266161,-117.10068842519858,6.0,73.0,1443.387548888296,1,0.151632171462368,0.0435545805107949,PINSCHER ENERGY STORAGE : Carrizo Gorge Switchyard 138 kV,SDG&E 69kV,0.3512944146621457,577,96,23
TAYLOR STORAGE,2182,4/9/2021,ACTIVE,C14,Storage,,,Battery,,,101.9,,,100.0,,,,Full Capacity,,,,san diego,CA,SDGE,,Chicarita Substation 138 kV,11/1/2025,11/1/2025,,,Complete,,,,Chicarita,Chicarita,32.95836111,-117.1088083,6.0,73.0,1492.5756151796877,0,0.2455042066176081,0.0536400390748272,TAYLOR STORAGE : Chicarita Substation 138 kV,SDG&E 138kV,0.034297868473673186,1375,83,234
AMBERJACK ENERGY STORAGE,2184,4/14/2021,ACTIVE,C14,Storage,,,Battery,,,100.6499,,,100.0,,,,Full Capacity,,,,san diego,CA,SDGE,,Loveland - Alpine 69 kV Line,11/30/2024,9/11/2033,,,Complete,,,,,,32.873023401734464,-117.126258105758,6.0,73.0,2562.692802464629,0,0.2661928693660864,0.0503217492723215,AMBERJACK ENERGY STORAGE : Loveland - Alpine 69 kV Line,SDG&E 69kV,2.5082224648671123,1572,35,1022
GATEWAY ENERGY STORAGE 2,2185,4/15/2021,ACTIVE,C14,Storage,,,Battery,,,256.29,,,250.0,,,,Full Capacity,,,,san diego,CA,SDGE,,Otay Mesa Switchyard 230 kV,6/1/2024,9/11/2034,,,Complete,,,,,,32.90490840641679,-117.10951708811838,6.0,73.0,1421.6794341538814,0,0.161707182887513,0.0424341023237833,GATEWAY ENERGY STORAGE 2 : Otay Mesa Switchyard 230 kV,SDG&E 69kV,0.03733679471212411,577,96,23
SANDBAR ENERGY STORAGE,2186,4/15/2021,ACTIVE,C14,Storage,,,Battery,,,256.0,,,250.0,,,,Full Capacity,,,,san diego,CA,SDGE,,San Luis Rey Substation 230 kV,6/1/2025,9/11/2027,,,Complete,,,,San Luis Rey,San Luis Rey,33.21147471,-117.3345491,6.0,73.0,286.8553595129216,0,0.1218927996774897,0.1094284613165922,SANDBAR ENERGY STORAGE : San Luis Rey Substation 230 kV,SDG&E 69kV,0.001045343293466232,752,76,180
EOLICA DE RUMOROSA,2187,4/13/2021,ACTIVE,C14,Wind Turbine,,,Wind Turbine,,,940.8,,,900.0,,,,Full Capacity,,Off-Peak Deliverability,,san diego,CA,SDGE,,East County Substation 500 kV,3/31/2028,12/11/2034,,,Complete,,,,East County,East County,32.62731711,-116.1241286,,,2154.454779628118,0,0.0153999935114344,0.0171638669829184,EOLICA DE RUMOROSA : East County Substation 500 kV,ESJ 250kV,0.16797555370386044,36249,75,9062
GERANIUM ENERGY STORAGE,2188,4/15/2021,ACTIVE,C14,Storage,,,Battery,,,51.4,,,50.0,,,,Full Capacity,,,,san diego,CA,SDGE,,Miguel Substation 69 kV,12/31/2023,9/11/2034,,,Complete,,,,Miguel,Miguel,32.67829633,-116.9829866,6.0,73.0,787.1340844788942,1,0.1170376159266437,,GERANIUM ENERGY STORAGE : Miguel Substation 69 kV,SDG&E 500kV,0.06380951674317262,2372,64,854
PAJARO VALLEY STORAGE,2192,4/13/2021,ACTIVE,C14,Storage,,,Battery,,,102.04,,,100.0,,,,Full Capacity,,,,san diego,CA,SDGE,,Salt Creek Substation 69 kV,9/1/2024,4/11/2027,,,Complete,,,,Salt Creek,,32.87907921714777,-117.1290962131113,6.0,73.0,1927.849102418793,0,0.2867007138960548,0.0487220777983576,PAJARO VALLEY STORAGE : Salt Creek Substation 69 kV,SDG&E 69kV,1.784845445256139,1572,35,1022
TOWNSHIP EXPANSION,2195,7/7/2022,ACTIVE,ISP,Gas Turbine,Storage,,Battery,,,11.3,11.3,,11.0,,,,Full Capacity,,Off-Peak Deliverability,,sutter,CA,PGAE,Northern,Greenleaf #1 115 kV Tap,6/1/2024,6/1/2024,,,,,,,,,39.13769440882021,-121.62691364887968,6.0,101.0,220.2540487990808,0,0.0905750973774559,0.1572416140428935,TOWNSHIP EXPANSION : Greenleaf #1 115 kV Tap,PG&E 60kV,0.0680478651518051,591,62,225
MALAGA BESS,2196,9/10/2022,ACTIVE,ISP,Storage,,,Battery,,,46.28,,,44.0,,,,Full Capacity,,Off-Peak Deliverability,,fresno,CA,PGAE,Fresno,Malaga 115 kV,11/6/2024,11/6/2024,,,,,,,,,36.75431595524046,-119.76016041554662,6.0,19.0,1491.3044951582142,0,0.0182443682782774,0.0568845604342008,MALAGA BESS : Malaga 115 kV,PG&E 115kV,2.228654711971573,1739,57,748
TUNGSTEN BESS,2199,1/31/2023,ACTIVE,ISP,Storage,,,Battery,,,126.0,,,120.0,,,,Full Capacity,,Off-Peak Deliverability,,san bernardino,CA,SCE,NOL,Victor Substation 230 kV,5/1/2026,5/1/2026,,,,,,,Victor,Victor,34.5049404,-117.3883869,6.0,71.0,2077.0964327803704,0,0.0834193431838256,,TUNGSTEN BESS : Victor Substation 230 kV,SCE 115kV,0.0019528293838169469,3939,56,1733
SANBORN HYBRID 4,1790,4/10/2020,ACTIVE,C13,Storage,Photovoltaic,,Battery,Solar,,54.59142,54.59142,,100.0,,,,Energy Only,,Off-Peak Deliverability,Group B,kern,CA,SCE,Northern,Windhub Substation 230kV,12/15/2022,2/15/2026,,,Complete,Complete,,,Windhub,Windhub,35.03484956,-118.2806898,6.0,29.0,774.8957530736784,1,1.0502584294611754,0.0157319769305161,SANBORN HYBRID 4 : Windhub Substation 230kV,SCE 500kV,0.10357645386999763,11916,87,1549
SANBORN 5 HYBRID,1791,4/10/2020,ACTIVE,C13,Storage,,,Battery,,,574.8854,,,550.0,,,,Energy Only,,,Group D,kern,CA,SCE,Northern,Windhub Substation 230kV,12/15/2024,5/1/2027,,,Complete,Complete,,Executed,Windhub,Windhub,35.03484956,-118.2806898,6.0,29.0,2741.4766683436565,1,1.0502584294611754,0.0157319769305161,SANBORN 5 HYBRID : Windhub Substation 230kV,SCE 500kV,0.10357645386999763,11916,87,1549
SEQUOIA,1792,4/3/2020,ACTIVE,C13,Storage,Photovoltaic,,Battery,Solar,,102.963,206.13,,200.0,,,,Full Capacity,,Off-Peak Deliverability,Group D,tulare,CA,SCE,Northern,Vestal Substation 230 kV,10/31/2023,6/13/2026,,,Complete,Complete,,,Vestal,Vestal,35.8417435,-119.085048,6.0,107.0,2800.072281003376,1,0.0865566934984284,0.0226533535516012,SEQUOIA : Vestal Substation 230 kV,SCE 66kV,0.0014318367846325225,187,41,110
CALVADA SPRINGS SOLAR,1798,4/8/2020,ACTIVE,C13,Photovoltaic,Storage,,Solar,Battery,,250.0,250.0,,250.0,,,,Full Capacity,,Off-Peak Deliverability,Group D,inyo,CA,GLW,,Trout Canyon Substation 230 kV,12/16/2022,6/1/2026,,,Complete,Complete,,,Trout Canyon,,37.16602342646666,-118.29107203307674,6.0,27.0,494.6019096826528,1,0.0063796165479255,0.0086990691846859,CALVADA SPRINGS SOLAR : Trout Canyon Substation 230 kV,SCE 115kV,1.0161700980200223,79,35,51
CAPTIVA ENERGY STORAGE,1806,4/14/2020,ACTIVE,C13,Storage,,,Battery,,,256.875,,,250.0,,,,Full Capacity,,,Group 3,orange,CA,SDGE,,Trabuco - Capistrano 138 kV Line,6/1/2024,7/2/2025,,,Complete,Complete,,Executed,,,33.715790126693086,-117.87758856893024,6.0,59.0,2568.179423872294,1,0.0798735159975174,0.1811718930896604,CAPTIVA ENERGY STORAGE : Trabuco - Capistrano 138 kV Line,SCE 66kV,0.03204475200192003,681,43,388
DROP ZONE STORAGE,1810,4/15/2020,ACTIVE,C13,Storage,,,Battery,,,312.96,,,300.01,,,,Energy Only,,,Group B,san diego,CA,SDGE,,Otay Mesa Switchyard 230 kV,11/30/2024,6/25/2027,,,Complete,Complete,,Executed,,,32.877791375101495,-117.09042689435948,6.0,73.0,312.55729680664007,1,0.1578647626454823,0.0477786916374214,DROP ZONE STORAGE : Otay Mesa Switchyard 230 kV,SDG&E 69kV,1.8459285666978102,577,96,23
HEDIONDA ENERGY STORAGE,1814,4/1/2020,ACTIVE,C13,Storage,,,Battery,,,160.0,,,160.0,,,,Energy Only,,,Other,san diego,CA,SDGE,,Encina Substation 138 kV,3/31/2023,2/8/2024,,,Complete,Complete,,,Encina,Encina,33.136966,-117.335517,6.0,73.0,2739.0421495865835,1,3.5162368202779826,0.077469485657432,HEDIONDA ENERGY STORAGE : Encina Substation 138 kV,SDG&E 230kV,0.02912324375976724,56931,60,22772
HINTON ENERGY STORAGE,1815,3/31/2020,ACTIVE,C13,Storage,,,Battery,,,103.275,,,100.0,,,,Energy Only,,,Group D,san diego,CA,SDGE,,Creelman Substation 69 kV,6/1/2023,12/8/2024,,,Complete,Complete,,,Creelman,Creelman,33.01815277,-116.8529417,6.0,73.0,2064.50108696755,1,0.0466645258887098,0.0365745150664572,HINTON ENERGY STORAGE : Creelman Substation 69 kV,SDG&E 138kV,0.005009720539520832,1954,74,508
SCAFELL STORAGE,1820,4/12/2020,ACTIVE,C13,Storage,,,Battery,,,52.0,,,50.0,,,,Energy Only,,,Group B,san diego,CA,SDGE,,Creelman Substation 69 kV,11/15/2022,10/8/2024,,,Complete,Complete,,,Creelman,Creelman,33.01815277,-116.8529417,6.0,73.0,1750.634858412304,1,0.0466645258887098,0.0365745150664572,SCAFELL STORAGE : Creelman Substation 69 kV,SDG&E 138kV,0.005009720539520832,1954,74,508
SEGURO STORAGE,1821,4/15/2020,ACTIVE,C13,Storage,,,Battery,,,407.0,,,400.0,,,,Energy Only,,,Group D,san diego,CA,SDGE,,Escondido Substation 230 kV,10/30/2025,10/30/2025,,,Complete,Complete,,,Escondido,Escondido,33.12588885,-117.1167032,6.0,73.0,2477.8517694073457,1,0.2546757340882315,,SEGURO STORAGE : Escondido Substation 230 kV,SDG&E 69kV,0.006761641595300788,390,41,230
"WELLHEAD POWER PANOCHE, LLC",1828,12/24/2019,ACTIVE,FT,Storage,,,Battery,,,5.0,,,5.0,,,,Energy Only,,,,fresno,CA,PGAE,Northern,Panoche 115 kV,4/1/2021,4/1/2021,,,,,,,,,36.73746095562381,-119.78759926656863,6.0,19.0,592.4004585266114,0,0.0186962304265659,0.0591558494702631,"WELLHEAD POWER PANOCHE, LLC : Panoche 115 kV",PG&E 60kV,1.294160016420424,1670,78,367
MIDLAND ES,1831,12/8/2020,ACTIVE,C14,Storage,,,Battery,,,405.4,,,400.0,,,,Full Capacity,,,,san luis obispo,CA,PGAE,Northern,Morro Bay 230 kV,11/1/2024,11/1/2024,,,Complete,,,,,,35.32455776134094,-120.67633285424034,6.0,79.0,959.0709825582665,0,0.0581069196773448,0.0139172815290121,MIDLAND ES : Morro Bay 230 kV,PG&E 60kV,0.6829060384171712,602,32,409
GOAL LINE RELIABILITY,1832,2/8/2021,ACTIVE,C14,Storage,,,Battery,,,51.375,,,50.0,,,,Full Capacity,,,,san diego,CA,SDGE,,Escondido Substation 69 kV,5/30/2023,4/1/2025,,,Complete,,,,Escondido,Escondido,33.12588885,-117.1167032,6.0,73.0,2619.1071342986065,0,0.2546757340882315,,GOAL LINE RELIABILITY : Escondido Substation 69 kV,SDG&E 69kV,0.006761641595300788,390,41,230
CASCADE ENERGY STORAGE EXPANSION,1835,2/26/2021,ACTIVE,ISP,Storage,,,Battery,,,20.25,,,20.0,,,,Full Capacity,,,Group D,san joaquin,CA,PGAE,Northern,Weber 60 kV,12/1/2022,10/2/2024,,,Complete,Complete,,,,,37.92235768157726,-121.28763419965168,6.0,77.0,2422.5598643224967,0,0.3866109539025961,0.2401744863766543,CASCADE ENERGY STORAGE EXPANSION : Weber 60 kV,PG&E 60kV,0.46780159028430424,532,34,351
BRIX ENERGY STORAGE,1836,3/22/2021,ACTIVE,ISP,Storage,,,Battery,,,213.55,,,200.0,,,,Energy Only,,,Group B,sonoma,CA,PGAE,Northern,Fulton 115 kV,6/1/2023,11/1/2025,,,Complete,Complete,,Executed,,,38.40957275413591,-122.6971364255158,6.0,97.0,2236.436093661511,0,0.1483196396105678,0.0492328419330397,BRIX ENERGY STORAGE : Fulton 115 kV,PG&E 115kV,1.4112294546885495,1948,92,156
TAMALPAIS ENERGY STORAGE,1837,4/3/2021,ACTIVE,C14,Storage,,,Battery,,,313.79321,,,300.0,,,,Full Capacity,,,,marin,CA,PGAE,Northern,Ignacio 115 kV,6/1/2025,12/1/2025,,,Complete,,,,,,38.004771922548,-122.52467558411404,6.0,41.0,2516.114793664601,0,0.0345135870945994,0.1228015850234983,TAMALPAIS ENERGY STORAGE : Ignacio 115 kV,PG&E 115kV,1.1880526839122048,2191,65,767
BOREALIS ENERGY STORAGE,1838,4/2/2021,ACTIVE,C14,Storage,,,Battery,,,313.79321,,,300.0,,,,Full Capacity,,,,sonoma,CA,PGAE,Northern,Lakeville 115 kV,6/1/2025,6/1/2025,,,Complete,,,,,,38.42540546576786,-122.73936923931846,6.0,97.0,315.4916946590899,0,0.2087671519454293,0.042051162637518,BOREALIS ENERGY STORAGE : Lakeville 115 kV,PG&E 60kV,0.148190795582123,179,71,52
