Project Name,Queue Position,Interconnection Request Receive Date,Application Status,Study Process,Type-1,Type-2,Type-3,Fuel-1,Fuel-2,Fuel-3,MW-1,MW-2,MW-3,Net MWs to Grid,MWh-1,MWh-2,MWh-3,"Full Capacity, Partial or Energy Only (FC/P/EO)",TPD Allocation Percentage,Off-Peak Deliverability and Economic Only,TPD Allocation Group,County,State,Utility,PTO Study Region,Station or Transmission Line,Proposed On-line Date (as filed with IR),Current On-line Date,Suspension Status,Feasibility Study or Supplemental Review,System Impact Study or Phase I Cluster Study,Facilities Study (FAS) or Phase II Cluster Study,Optional Study (OS),Interconnection Agreement Status,clean substation name,Best GIS Substation Match,GIS Lat,GIS Long,STATEFP,COUNTYFP,Transmission Capacity,Permit Status,Retired Plant Inverse Distance,Future Transmission Inverse Distance
DELILAH ENERGY STORAGE,1875,4/6/2021,ACTIVE,C14,Storage,,,Battery,,,504,,,500.0,,,,Full Capacity,,,,contra costa,CA,PGAE,Northern,Pittsburg-Tesla #1 230 kV Line,8/1/2024,8/1/2024,,NA,Complete,,NA,,,,37.91658045485095,-122.00365590010006,6,13,237.66534839236346,0,0.12619577457524198,0.06125725211076836
DOUBLE SPRINGS ENERGY STORAGE,1876,4/6/2021,ACTIVE,C14,Storage,,,Battery,,,101,,,100.0,,,,Full Capacity,,,,calaveras,CA,PGAE,Northern,Valley Springs 60 kV,11/29/2024,11/29/2024,,NA,Complete,,NA,,,,38.17193868180752,-120.65069482275634,6,9,2965.1595082288977,1,0.03875819015495112,0.02222579321912762
JAGUAR ENERGY STORAGE,1877,4/6/2021,ACTIVE,C14,Storage,,,Battery,,,252,,,250.0,,,,Full Capacity,,,,alameda,CA,PGAE,Northern,Grant-Eastshore #1 115 kV Line,8/1/2024,8/1/2024,,NA,Complete,,NA,,,,37.69677753402263,-122.09685386948465,6,1,821.6484755765687,0,0.04254156985403902,0.12254812032768855
PALMETTO ENERGY STORAGE,1880,4/6/2021,ACTIVE,C14,Storage,,,Battery,,,75.6,,,75.0,,,,Full Capacity,,,,alameda,CA,PGAE,Northern,Oakland C 115 kV,8/1/2024,8/1/2024,,NA,Complete,,NA,,,,37.68796637026512,-122.10798786876205,6,1,1034.1837903606515,1,0.04485697831232838,0.14216872568895647
SPECTRUM ENERGY STORAGE,1881,4/6/2021,ACTIVE,C14,Storage,,,Battery,,,504,,,500.0,,,,Full Capacity,,,,alameda,CA,PGAE,Northern,Tesla-Newark #1 230 kV Line,8/1/2024,8/1/2024,,NA,Complete,,NA,,,,37.72791185609504,-122.0861005199417,6,1,2571.2547577473165,0,0.03922285994763895,0.0851382321184293
PRESIDIO,1887,4/7/2021,ACTIVE,C14,Storage,Photovoltaic,,Battery,Solar,,356.592,356.592,,350.0,,,,Full Capacity,,Off-Peak Deliverability,,san joaquin,CA,PGAE,Northern,Rancho Seco-Bellota #1 230 kV Line,6/1/2025,5/15/2029,,NA,Complete,,NA,,,,37.90667414302371,-121.30285706867807,6,77,1811.4858668789652,0,0.277370063716829,0.17598378063796574
HOLMAN,1889,4/7/2021,ACTIVE,C14,Storage,Wind Turbine,,Battery,Wind Turbine,,756.813,1525.172,,1500.0,,,,Full Capacity,,Off-Peak Deliverability,,monterey,CA,PGAE,Northern,Moss Landing 500 kV,4/1/2028,5/31/2031,,NA,Complete,,NA,,,,36.59089045100614,-121.64828987020434,6,53,2517.7012988189895,0,0.06112203010309663,0.09837343787221496
HARMONY STORAGE 2,1892,4/8/2021,ACTIVE,C14,Storage,,,Battery,,,307.878,,,300.0,,,,Full Capacity,,,,contra costa,CA,PGAE,Northern,Contra Costa PP 230 kV,10/30/2025,9/1/2026,,NA,Complete,,NA,,,,37.936790224217916,-122.00824255576852,6,13,1534.6711149762302,1,0.1664049776933528,0.06755572120397987
ADA ENERGY STORAGE,1894,4/6/2021,ACTIVE,C14,Storage,,,Battery,,,505.2,,,500.0,,,,Full Capacity,,,,santa clara,CA,PGAE,Northern,Monta Vista 230 kV,8/1/2024,8/1/2024,,NA,Complete,,NA,,,,37.32278300288008,-121.92665561884787,6,85,1033.5529738760083,0,0.3497088126849952,0.11852205085030536
OAKDALE STORAGE,1895,4/8/2021,ACTIVE,C14,Storage,,,Battery,,,102.672,,,100.0,,,,Full Capacity,,,,stanislaus,CA,PGAE,Northern,Cottle 230 kV,10/30/2025,1/30/2026,,NA,Complete,,NA,,,,37.60255296304818,-120.9573253458272,6,99,1467.443948617089,1,0.06551768286720636,0.04844220319827997
PATHFINDER STORAGE,1896,4/8/2021,ACTIVE,C14,Storage,,,Battery,,,268.065,,,260.0,,,,Full Capacity,,,,san joaquin,CA,PGAE,Northern,Weber 60 kV,10/30/2025,9/1/2026,,NA,Complete,,NA,,,,37.9461513757943,-121.31393105714204,6,77,2168.8551499764567,0,0.7349926362421111,0.14102235112884517
NIGHTSHADE,1898,4/2/2021,ACTIVE,C14,Gas Turbine,Storage,,Natural Gas,Battery,,9.4,27,,34.1,,,,Full Capacity,,Off-Peak Deliverability,,contra costa,CA,PGAE,Northern,Kelso 230 kV,3/31/2027,3/31/2027,,NA,Complete,,NA,,,,37.942126505582095,-122.03673528326088,6,13,2126.7472451301173,1,0.25444670744370174,0.06186634104221321
BAYLANDS BATTERY,1900,4/12/2021,ACTIVE,C14,Storage,,,Battery,,,250,,,250.0,,,,Full Capacity,,,,san mateo,CA,PGAE,Northern,Martin 115 kV,7/27/2025,6/1/2031,,NA,Complete,,NA,,,,37.574460402007375,-122.33376354883212,6,81,1318.365071524023,1,0.13298727446380065,0.07062141286127231
GOLDEN FLATS,1903,4/9/2021,ACTIVE,C14,Storage,,,Battery,,,365.12,,,300.0,,,,Full Capacity,,,,stanislaus,CA,PGAE,Fresno,Westly-Quinto 230 kV,11/30/2025,11/30/2025,,NA,Complete,,NA,,,,37.63700463123524,-120.9685395358969,6,99,2771.472610150288,1,0.05975170230180207,0.05346658929045379
NORTHEAST CENTRAL VALLEY,1904,4/9/2021,ACTIVE,C14,Storage,,,Battery,,,365.12,,,300.0,,,,Full Capacity,,,,san joaquin,CA,PGAE,Northern,Bellota 115 kV,11/30/2025,5/1/2029,,NA,Complete,,NA,,,,37.89981996907295,-121.32462663201254,6,77,1042.8487310257456,1,0.21539302899714521,0.12939570896641775
ADRIAN STORAGE,1905,4/13/2021,ACTIVE,C14,Storage,,,Battery,,,55.5,,,41.1,,,,Full Capacity,,,,san mateo,CA,PGAE,Northern,Millbrae 60 kV,7/1/2025,7/1/2025,,NA,Complete,,NA,,,,37.57068627022148,-122.35872165893775,6,81,1541.5578276494086,1,0.15204906490647457,0.06476925598441499
ALVISO ENERGY STORAGE,1906,4/15/2021,ACTIVE,C14,Storage,,,Battery,,,256.29,,,250.0,,,,Full Capacity,,,,santa clara,CA,PGAE,Northern,Los Esteros 230 kV,6/1/2025,6/1/2026,,NA,Complete,,NA,,,,37.294548259568394,-121.93594638839635,6,85,729.0553939529617,0,0.18095378635132506,0.189763402656396
ZORIN STORAGE,1911,4/10/2021,ACTIVE,C14,Storage,,,Battery,,,252,,,180.0,,,,Full Capacity,,,,alameda,CA,PGAE,Northern,Newark 230 kV,10/31/2024,10/31/2024,,NA,Complete,,NA,,,,37.72273599727592,-122.07645729478648,6,1,1091.4935557579097,1,0.03791801152309459,0.08756867431816442
KOLA 2,1912,4/9/2021,ACTIVE,C14,Storage,,,Battery,,,365.12,,,300.0,,,,Full Capacity,,,,alameda,CA,PGAE,Northern,Tesla 230 kV,11/30/2025,12/1/2030,,NA,Complete,,NA,,,,37.71249791752174,-122.08448177346008,6,1,1175.2539670816936,1,0.03921341854490913,0.09877907988968572
OVERLAKE STORAGE,1913,4/13/2021,ACTIVE,C14,Storage,,,Battery,,,62.6,,,46.5,,,,Full Capacity,,,,alameda,CA,PGAE,Northern,Dumbarton-Newark 115 kV Line,7/1/2025,7/1/2025,,NA,Complete,,NA,,,,37.71646060831473,-122.11029569737852,6,1,2912.134932572379,0,0.04262077440889313,0.09826635292025973
BLACK DIAMOND ES2,1914,4/15/2021,ACTIVE,C14,Storage,,,Battery,,,179.4,,,175.0,,,,Full Capacity,,,,contra costa,CA,PGAE,Northern,Pittsburg 230 kV,6/1/2024,6/1/2024,,NA,Complete,,NA,,,,37.91051520851853,-122.0426262371162,6,13,1665.563923616309,1,0.1418395421004649,0.05620086362425706
SHERMAN ENERGY STORAGE,1915,4/14/2021,ACTIVE,C14,Storage,,,Battery,,,256.29,,,250.0,,,,Full Capacity,,,,contra costa,CA,PGAE,Northern,Contra Costa PP 230 kV,6/1/2025,6/1/2026,,NA,Complete,,NA,,,,37.94999119160636,-122.0171145008061,6,13,1032.3784182813479,0,0.22248967585719867,0.06994723605705191
STIRLING BRIDGE,1916,4/6/2021,ACTIVE,C14,Photovoltaic,Storage,,Solar,Battery,,257.35,250,,250.0,,,,Full Capacity,,,,san joaquin,CA,PGAE,Northern,Bellota 115 kV,12/31/2024,12/31/2024,,NA,Complete,,NA,,,,37.91793841283446,-121.3229475671539,6,77,1351.4942979567763,0,0.37618439186058855,0.13783177568899627
STIRLING BRIDGE 2 ES,1917,4/12/2021,ACTIVE,C14,Storage,,,Battery,,,102.6,,,100.0,,,,Full Capacity,,,,san joaquin,CA,PGAE,Northern,Bellota 115 kV,12/31/2024,12/31/2024,,NA,Complete,,NA,,,,37.900337500236944,-121.31098603144216,6,77,2977.317073399199,1,0.2250518880639669,0.15215837521433617
KIFER BESS 1,1918,4/13/2021,ACTIVE,C14,Storage,,,Battery,,,50,,,50.0,,,,Full Capacity,,,,santa clara,CA,PGAE,Northern,KEN-OKJ 60 kV,10/1/2023,10/1/2023,,NA,,,NA,,,,37.31369207891608,-121.89822371489575,6,85,1640.3111016705254,0,0.5726812269931557,0.11134725799769249
SUNBEAM STORAGE,1919,4/10/2021,ACTIVE,C14,Storage,,,Battery,,,100.9,,,65.0,,,,Full Capacity,,,,san mateo,CA,PGAE,Northern,Cooley Landing 60 kV,10/31/2024,10/31/2024,,NA,Complete,,NA,,,,37.56883968455379,-122.32073726746451,6,81,1405.9416232078972,0,0.11397781759721691,0.07759216351780616
ZEUS BESS,1920,4/15/2021,ACTIVE,C14,Storage,,,Battery,,,213.55,,,200.0,,,,Full Capacity,,,,san joaquin,CA,PGAE,Northern,Schulte 115 kV,6/1/2024,6/1/2026,,NA,Complete,,NA,,,,37.905190554947325,-121.32482132589223,6,77,311.00626852392986,1,0.2471696762470373,0.13168044018839523
ALLIUM HYBRID,1921,4/14/2021,ACTIVE,C14,Storage,Photovoltaic,,Battery,Solar,,112.386,112.491,,110.0,,,,Full Capacity,,Off-Peak Deliverability,,san benito,CA,PGAE,Northern,Crazy Horse Canyon-Hollister 115 kV Line,6/1/2025,6/1/2026,,NA,Complete,,NA,,,,36.84028891396027,-121.41001892424741,6,69,1759.0985193669262,1,0.05321326142740146,0.03601344443940661
ALTA CASA STORAGE,1922,4/14/2021,ACTIVE,C14,Storage,,,Battery,,,515.418,,,500.0,,,,Full Capacity,,,,san joaquin,CA,PGAE,Northern,Tesla 500 kV,6/1/2025,6/1/2026,,NA,Complete,,NA,,,,37.94896865710823,-121.2799919830783,6,77,810.1521654216492,1,0.48529798145346154,0.2102750628497263
EPPS STORAGE,1924,4/14/2021,ACTIVE,C14,Storage,,,Battery,,,305,,,300.0,,,,Full Capacity,,,,contra costa,CA,PGAE,Northern,Moraga 230 kV,12/15/2023,3/31/2026,,NA,Complete,,NA,,,,37.94072091800286,-122.01342928173837,6,13,288.66374665248657,0,0.1858975080055081,0.0676254707563428
EL REY POWER BANK,1928,4/10/2021,ACTIVE,C14,Storage,,,Battery,,,124.3,,,120.0,,,,Full Capacity,,,,monterey,CA,PGAE,Northern,Coburn-Basic Energy 60 kV Line,4/1/2025,4/1/2025,,NA,Complete,,NA,,,,36.62374856836846,-121.66841592475156,6,53,966.8304645152014,1,0.07969363191233393,0.1496354080721697
CAZADORES STORAGE,1929,4/10/2021,ACTIVE,C14,Storage,,,Battery,,,151.3,,,150.0,,,,Full Capacity,,,,san joaquin,CA,PGAE,Northern,Lammers 115 kV,10/31/2024,10/31/2024,,NA,Complete,,NA,,,,37.924768809262524,-121.28322776040098,6,77,1244.7257601525764,1,0.41835444661875926,0.2626606401895055
APACHE STORAGE,1930,3/24/2021,ACTIVE,C14,Storage,,,Battery,,,203.699,,,200.0,,,,Full Capacity,,,,fresno,CA,PGAE,Kern,Sanger 115 kV,6/1/2025,6/1/2025,,NA,Complete,,NA,,,,36.76497400003941,-119.77568647785978,6,19,1267.8870794875413,1,0.01778057609431989,0.06341964040425327
COUGAR STORAGE,1932,3/24/2021,ACTIVE,C14,Storage,,,Battery,,,203.699,,,200.0,,,,Full Capacity,,,,merced,CA,PGAE,Fresno,Wilson 115 kV,6/1/2025,6/1/2025,,NA,Complete,,NA,,,,37.261094104497886,-120.62863139472954,6,47,2167.8672980254028,1,0.08950207576712106,0.05019851840937986
PUMA STORAGE,1933,3/24/2021,ACTIVE,C14,Storage,,,Battery,,,203.699,,,200.0,,,,Full Capacity,,,,madera,CA,PGAE,Fresno,Borden 230 kV,6/1/2025,6/1/2025,,NA,Complete,,NA,,,,37.03168261325112,-120.02626998798858,6,39,2544.1750557451846,1,0.01543747707739942,0.07855525980610265
LOTUS SOLAR 2,1934,4/1/2021,ACTIVE,C14,Storage,Photovoltaic,,Battery,Solar,,203.2,203.2,,200.0,,,,Full Capacity,,Off-Peak Deliverability,,madera,CA,PGAE,Fresno,Borden 230 kV,12/1/2024,3/1/2028,,NA,Complete,,NA,,,,37.016484272104684,-119.99674763068228,6,39,2711.642669092769,0,0.014728766785885866,0.09482713775715139
ELYSIAN,1935,4/1/2021,ACTIVE,C14,Photovoltaic,Storage,,Solar,Battery,,206.091,206.091,,200.0,,,,Full Capacity,,Off-Peak Deliverability,,fresno,CA,PGAE,Fresno,Tranquility 230 kV,11/1/2024,10/1/2027,,NA,Complete,,NA,,,,36.762467645787,-119.76488769890658,6,19,1845.3056161578793,0,0.01792752937322462,0.059798642030761254
WHITE RABBIT,1940,4/1/2021,ACTIVE,C14,Storage,Photovoltaic,,Battery,Solar,,153,153.3,,150.0,,,,Full Capacity,,Off-Peak Deliverability,,fresno,CA,PGAE,Fresno,Mendota 115 kV,11/1/2024,10/1/2027,,NA,Complete,,NA,,,,36.72458073215284,-119.77398217985348,6,19,497.65896181572435,0,0.01929837041059436,0.05326019220030033
WINGTIP SOLAR 1,1943,4/2/2021,ACTIVE,C14,Photovoltaic,Storage,,Solar,Battery,,1176.1,1176.1,,1150.0,,,,Full Capacity,,Off-Peak Deliverability,,merced,CA,PGAE,Fresno,Los Banos 500 kV,6/1/2027,3/1/2028,,NA,Complete,,NA,,,,37.27905332560628,-120.61627878896067,6,47,1228.3023347177113,0,0.10816532945237908,0.053856406712465436
DARDEN,1949,4/8/2021,ACTIVE,C14,Storage,Photovoltaic,,Battery,Solar,,1182.384,1182.384,,1150.0,,,,Full Capacity,,Off-Peak Deliverability,,fresno,CA,PGAE,Fresno,Los Banos-Midway #2 500 kV Line,12/31/2026,12/31/2026,,NA,Complete,,NA,,,,36.72002568395488,-119.78823423719543,6,19,590.5363975364398,0,0.019373381672089816,0.0546811164838681
AUSTRALIS,1952,4/7/2021,ACTIVE,C14,Photovoltaic,Storage,,Solar,Battery,,307,307,,300.0,,,,Full Capacity,,Off-Peak Deliverability,,merced,CA,PGAE,Fresno,Los Banos 230 kV,6/1/2025,6/1/2026,,NA,Complete,,NA,,,,37.26320842973211,-120.64658106372013,6,47,1424.3187926656606,1,0.0905213269448923,0.04662739357946993
FLORES STORAGE,1953,4/7/2021,ACTIVE,C14,Storage,,,Battery,,,151.7416,,,150.0,,,,Full Capacity,,Off-Peak Deliverability,,madera,CA,PGAE,Fresno,Gregg 230 kV,10/1/2025,10/1/2025,,NA,Complete,,NA,,,,37.019708185102246,-119.999308597747,6,39,1460.8473189605065,1,0.01481397681876761,0.09151637246706319
HUASO HYBRID,1954,4/6/2021,ACTIVE,C14,Storage,Photovoltaic,,Battery,Solar,,101.83,102.1,,100.0,,,,Full Capacity,,Off-Peak Deliverability,,fresno,CA,PGAE,Fresno,Gates 230 kV,12/1/2025,12/31/2026,,NA,Complete,,NA,,,,36.756576711906725,-119.75061554509924,6,19,413.6823317001042,1,0.018211533788688485,0.05791171275770335
CIERVO MOUNTAIN HYBRID,1955,4/6/2021,ACTIVE,C14,Storage,Photovoltaic,,Battery,Solar,,127.37,127.57,,125.0,,,,Full Capacity,,Off-Peak Deliverability,,fresno,CA,PGAE,Fresno,Excelsior 115 kV,12/1/2025,12/31/2027,,NA,Complete,,NA,,,,36.736988788099204,-119.76132042863505,6,19,2409.292097874372,0,0.01889000397110441,0.053562334315166577
CLARKSON,1956,4/8/2021,ACTIVE,C14,Storage,Photovoltaic,,Battery,Solar,,203.659,203.849,,200.0,,,,Full Capacity,,Off-Peak Deliverability,,fresno,CA,PGAE,Fresno,Tranquility 230 kV,6/1/2025,10/10/2033,,NA,Complete,,NA,,,,36.741446165270546,-119.78388155985147,6,19,1852.897675030315,1,0.01857285641522427,0.05939953842313214
SPIKES PEAK SOLAR,1958,4/9/2021,ACTIVE,C14,Photovoltaic,Storage,,Solar,Battery,,158.9783,158.5678,,150.0,,,,Full Capacity,,Off-Peak Deliverability,,merced,CA,PGAE,Fresno,Quinto 230 kV,10/1/2025,10/1/2025,,NA,Complete,,NA,,,,37.274041433126456,-120.6155918794692,6,47,1962.9532842515582,0,0.10198192885411744,0.05386687673290802
CORNUCOPIA HYBRID,1959,4/12/2021,ACTIVE,C14,Storage,Photovoltaic,,Battery,Solar,,300.951,303.678,,300.0,,,,Full Capacity,,Off-Peak Deliverability,,fresno,CA,PGAE,Fresno,Gates-Templeton 230 kV Line,6/16/2025,1/30/2028,,NA,Complete,,NA,,,,36.72596091182745,-119.75650815629793,6,19,654.5302727278677,0,0.019360048208914793,0.05051196537861278
LAS CAMAS 4,1960,4/9/2021,ACTIVE,C14,Storage,,,Battery,,,101,,,100.0,,,,Full Capacity,,,,merced,CA,PGAE,Fresno,Los Banos 230 kV,5/7/2025,5/7/2025,,NA,Complete,,NA,,,,37.27210181607233,-120.61846315564055,6,47,1544.8998978162413,0,0.10007203733724246,0.053070823115021114
LOCK STORAGE,1962,4/9/2021,ACTIVE,C14,Storage,,,Battery,,,508,,,500.01,,,,Full Capacity,,,,fresno,CA,PGAE,Fresno,Gates 500 kV,11/30/2025,4/1/2028,,NA,Complete,,NA,,,,36.735033025720696,-119.7697434962823,6,19,1364.9492924184178,0,0.01891292096556777,0.054807432112675955
ALMANDE ENERGY STORAGE,1963,4/14/2021,ACTIVE,C14,Storage,,,Battery,,,256.29,,,250.0,,,,Full Capacity,,,,merced,CA,PGAE,Fresno,Wilson 230 kV,6/1/2025,6/1/2026,,NA,Complete,,NA,,,,37.28930037338146,-120.62833606947224,6,47,955.1243034231322,1,0.12442898242985069,0.0510987706818396
ORLEANS,1966,4/6/2021,ACTIVE,C14,Photovoltaic,Storage,,Solar,Battery,,25.54,25.54,,25.0,,,,Full Capacity,,,,fresno,CA,PGAE,Fresno,Giffen 70 kV,12/31/2024,12/31/2024,,NA,Complete,,NA,,,,36.74821825468874,-119.74589829711852,6,19,460.9862139532018,1,0.018544494492447,0.055764531965501865
PLUM,1968,4/15/2021,ACTIVE,C14,Photovoltaic,Storage,,Solar,Battery,,1040,520,,1000.0,,,,Full Capacity,,Off-Peak Deliverability,,kings,CA,PGAE,Fresno,Gates 230 kV,12/10/2024,12/1/2027,,NA,Complete,,NA,,,,36.26532204390666,-119.70970212582664,6,31,2666.673292195272,0,0.18123850996996863,0.05697646957120476
YORKTOWN,1969,4/6/2021,ACTIVE,C14,Photovoltaic,Storage,,Solar,Battery,,87.5,87.5,,85.0,,,,Full Capacity,,,,kings,CA,PGAE,Fresno,Corcoran 70 kV,12/31/2024,12/31/2024,,NA,Complete,,NA,,,,36.27233860677205,-119.74412250532856,6,31,1582.3317801358721,1,0.11644975692230261,0.06818746813569343
BUTTERCUP HYBRID SOLAR,1970,4/14/2021,ACTIVE,C14,Photovoltaic,Storage,,Solar,Battery,,131.43,65.47,,130.0,,,,Full Capacity,,Off-Peak Deliverability,,merced,CA,PGAE,Fresno,Le Grand 115 kV,11/30/2024,10/31/2025,,NA,Complete,,NA,,,,37.25893816584519,-120.63702146428193,6,47,1953.6541110436115,1,0.08745572087274363,0.04832120130664754
PEACEFUL HOLLOW BESS,1973,4/14/2021,ACTIVE,C14,Storage,,,Battery,,,100,,,75.0,,,,Full Capacity,,,,fresno,CA,PGAE,Fresno,Tranquility 230kV,6/1/2024,9/1/2025,,NA,Complete,,NA,,,,36.760241052531995,-119.75618716967763,6,19,1100.2046059591157,1,0.01805169680600494,0.058366045616524566
TARRAGON HYBRID,1975,4/14/2021,ACTIVE,C14,Photovoltaic,Storage,,Solar,Battery,,35.979,35.951,,35.0,,,,Full Capacity,,Off-Peak Deliverability,,fresno,CA,PGAE,Fresno,Crescent 70 kV,6/1/2025,6/1/2026,,NA,Complete,,NA,,,,36.74704669884019,-119.74889160433472,6,19,2822.3028010266694,0,0.018573619877761974,0.05506553682921408
VALETUDO ENERGY STOARGE,1977,9/30/2021,ACTIVE,C14,Storage,,,Battery,,,79.5871,,,75.0,,,,Full Capacity,,,,madera,CA,PGAE,Fresno,Chowchilla 115 kV,12/31/2022,6/1/2026,,NA,Complete,,NA,,,,37.034090039109785,-120.02709718495903,6,39,490.8555093735142,0,0.01548826889724933,0.0768794822694605
